ID,Title,Host_IP,Host_Name,Event_Time
"=HYPERLINK(""https://app.squadcast.com/incident/6917fbf25df658e6a942c310"",""6917fbf25df658e6a942c310"")",Zabbix agent is not available (for 3m),10.20.246.167,knode02,09:35:06
"=HYPERLINK(""https://app.squadcast.com/incident/6917fbf1e6da3513587c0e0c"",""6917fbf1e6da3513587c0e0c"")",Zabbix agent is not available (for 3m),10.20.246.163,controlplane03,09:35:05
"=HYPERLINK(""https://app.squadcast.com/incident/6917fbe75df658e6a942c2bb"",""6917fbe75df658e6a942c2bb"")",CHN_Jump_Server_Windows-server has been restarted (uptime < 10m),10.35.248.44,CHN_Jump_Server_Windows-server,09:34:54
"=HYPERLINK(""https://app.squadcast.com/incident/6917fbcde6da3513587c0daf"",""6917fbcde6da3513587c0daf"")",CHN_AD_Audit_Plus_Windows-server has been restarted (uptime < 10m),10.35.248.48,CHN_AD_Audit_Plus_Windows-server,09:34:28
"=HYPERLINK(""https://app.squadcast.com/incident/6917fbc3e6da3513587c0d87"",""6917fbc3e6da3513587c0d87"")",Unavailable by ICMP ping,10.35.240.46,CHN_Zero-Trust_Netskope_VM_Server,09:34:15
"=HYPERLINK(""https://app.squadcast.com/incident/6917fbb3e6da3513587c0d63"",""6917fbb3e6da3513587c0d63"")",High CPU utilization (over 90% for 5m),10.20.246.44,CHN_Kiwi_new_VM_Server,09:34:03
"=HYPERLINK(""https://app.squadcast.com/incident/6917fad25df658e6a942bfd1"",""6917fad25df658e6a942bfd1"")",Zabbix agent is not available (for 3m),10.20.246.161,controlplane01,09:30:18
"=HYPERLINK(""https://app.squadcast.com/incident/6917facf5df658e6a942bf9f"",""6917facf5df658e6a942bf9f"")",Load average is too high (per CPU load over 1.5 for 5m),10.20.246.167,knode02,09:30:15
"=HYPERLINK(""https://app.squadcast.com/incident/6917fab9e6da3513587c0a25"",""6917fab9e6da3513587c0a25"")",Warning CPU utilization (over 80% for 5m),10.20.246.172,knode04,09:29:53
"=HYPERLINK(""https://app.squadcast.com/incident/6917fab35df658e6a942beb6"",""6917fab35df658e6a942beb6"")",Load average is too high (per CPU load over 1.5 for 5m),10.20.246.172,knode04,09:29:47
"=HYPERLINK(""https://app.squadcast.com/incident/6917faa45df658e6a942beac"",""6917faa45df658e6a942beac"")",Zabbix agent is not available (for 3m),10.20.246.166,knode01,09:29:32
"=HYPERLINK(""https://app.squadcast.com/incident/6917fa9b5df658e6a942bea6"",""6917fa9b5df658e6a942bea6"")",Zabbix agent is not available (for 3m),10.20.246.173,knode05,09:29:23
"=HYPERLINK(""https://app.squadcast.com/incident/6917fa7ae6da3513587c09c6"",""6917fa7ae6da3513587c09c6"")",Zabbix agent is not available (for 3m),10.20.246.165,haproxy02,09:28:49
"=HYPERLINK(""https://app.squadcast.com/incident/6917fa585df658e6a942be35"",""6917fa585df658e6a942be35"")",Unavailable by ICMP ping,10.35.240.50,CHN_Zero_Trust_IT_VM_Server,09:28:12
"=HYPERLINK(""https://app.squadcast.com/incident/6917fa50e6da3513587c0975"",""6917fa50e6da3513587c0975"")",Unavailable by ICMP ping,10.20.249.100,DWING-DNS_1_Windows_Server,09:28:04
